code	product_ean	store_name	location
JP	8900898248961	Sasayama	Asia/Tokyo
UA	8827195969811	Zvenihorodka	Europe/Kiev
GB	8990821983731	Lancing	Europe/London
ET	2419434609709	Debre Tabor	Africa/Addis_Ababa
PL	0663133276591	Ustka	Europe/Warsaw
US	4102139060538	Fort Washington	America/New_York
US	7521385475939	North Lauderdale	America/New_York
US	6019121739243	Tupelo	America/Chicago
RU	2872096257570	Solntsevo	Europe/Moscow
US	9949586499918	Hutchinson	America/Chicago
SD	3981822399121	Ar Ruseris	Africa/Khartoum
RU	7590871388756	Ulan-Ude	Asia/Irkutsk
RU	5112008968451	Aykhal	Asia/Yakutsk
US	8310841234123	Fairview Heights	America/Chicago
CO	2531828236534	San Carlos	America/Bogota
PT	9135262057729	Albufeira	Europe/Lisbon
RU	2492525178889	Bavly	Europe/Moscow
MX	0978520867949	Zacoalco de Torres	America/Mexico_City
GE	7804864467329	Kobuleti	Asia/Tbilisi
CL	7575996637125	Ovalle	America/Santiago
MG	4942792292842	Ambatondrazaka	Indian/Antananarivo
US	8071572970635	Lebanon	America/New_York
ES	4877997839571	Novelda	Europe/Madrid
RU	6417443716995	Shushary	Europe/Moscow
US	1690251953713	Sterling	America/New_York
DE	8049664427633	Ehingen	Europe/Berlin
US	3299568590710	Acworth	America/New_York
CN	0794057808657	Hoxtolgay	Asia/Urumqi
US	3070084300003	Palm Desert	America/Los_Angeles
PH	8723517135660	Tupi	Asia/Manila
KR	4922427051099	Nonsan	Asia/Seoul
PH	2383540913299	Recodo	Asia/Manila
US	0069178397664	Venice	America/New_York
EC	5619996316962	Cuenca	America/Guayaquil
FR	4243335393300	Les Olives	Europe/Paris
BO	9260570964565	Tupiza	America/La_Paz
US	8358885139486	Santa Maria	America/Los_Angeles
KZ	0036485689065	Otegen Batyra	Asia/Almaty
US	1752231589708	Far Rockaway	America/New_York
PE	4638282836053	Iquitos	America/Lima
SE	3929509066454	Hudiksvall	Europe/Stockholm
CA	5529127142912	Kelowna	America/Vancouver
TH	8008839693570	Kantharalak	Asia/Bangkok
US	6762879622854	Sun City Center	America/New_York
AR	6379209086691	Chacabuco	America/Argentina/Buenos_Aires
IN	4904954410228	Barbil	Asia/Kolkata
ES	9271130807598	Villaquilambre	Europe/Madrid
IN	5096989950035	Srinagar	Asia/Kolkata
MA	7375274766642	Temara	Africa/Casablanca
CF	6387475710004	Carnot	Africa/Bangui
TN	5496288551771	Msaken	Africa/Tunis
CN	8123074580727	Danjiangkou	Asia/Shanghai
ID	3755145411019	Wangon	Asia/Jakarta
US	7438824886341	North Lauderdale	America/New_York
MG	1536269992736	Sakaraha	Indian/Antananarivo
MX	7653157998817	Oaxaca	America/Mexico_City
GB	0486233492971	Selby	Europe/London
CI	8366253026757	Lakota	Africa/Abidjan
IT	8008383267975	Falconara Marittima	Europe/Rome
IN	2581841642751	Supaul	Asia/Kolkata
US	2700064522262	Toledo	America/New_York
US	5129640403851	Fresno	America/Chicago
VN	0264363852762	Sa Dec	Asia/Ho_Chi_Minh
IN	4752797466373	Gingee	Asia/Kolkata
DE	7781190523311	Dahlem	Europe/Berlin
BR	5320065461451	Muritiba	America/Bahia
CZ	9665169913793	Most	Europe/Prague
DE	8301173899807	Eppingen	Europe/Berlin
GB	4490130703180	Lymington	Europe/London
IN	6939675270972	Dalsingh Sarai	Asia/Kolkata
GB	6218326243498	Bushey	Europe/London
IN	8119072225586	Saharsa	Asia/Kolkata
IT	5079464256396	Roseto degli Abruzzi	Europe/Rome
FI	4630026384073	Espoo	Europe/Helsinki
UZ	8763923922850	Parkent	Asia/Tashkent
CN	0091792648914	Foshan	Asia/Shanghai
IN	1413003926519	Pandua	Asia/Kolkata
BR	8321644758075	Recife	America/Recife
CD	3411086687387	Kasangulu	Africa/Kinshasa
US	0256175497569	Hutchinson	America/Chicago
IN	9923361738546	Bhuban	Asia/Kolkata
MA	7303378649585	Temara	Africa/Casablanca
NL	0058415266580	Emmeloord	Europe/Amsterdam
BR	6004224465939	Valinhos	America/Sao_Paulo
US	1055613894934	Utica	America/New_York
ID	9511338629951	Pekanbaru	Asia/Jakarta
BE	0915084644883	Gembloux	Europe/Brussels
TR	9078374076045	Gaziantep	Europe/Istanbul
BO	0676498988078	Tupiza	America/La_Paz
PK	6954654483969	Jhol	Asia/Karachi
BR	8347043440144	Porto Velho	America/Porto_Velho
US	5598203845467	Beaumont	America/Los_Angeles
ID	8548831817579	Besuki	Asia/Jakarta
KG	6753558359215	Jalal-Abad	Asia/Bishkek
BR	9738040903111	Viradouro	America/Sao_Paulo
IT	4338340569885	Tortona	Europe/Rome
IN	7691399502812	Bhuban	Asia/Kolkata
NI	1634362915215	Somoto	America/Managua
US	3912531774633	Malden	America/New_York
DE	9100325744243	Weimar	Europe/Berlin
MY	7386154838960	Donggongon	Asia/Kuching
AR	6128710432912	Chacabuco	America/Argentina/Buenos_Aires
US	3073844405956	Santa Maria	America/Los_Angeles
CA	9198936495722	Sherwood Park	America/Edmonton
CN	6067628557044	Heyuan	Asia/Shanghai
RU	9828585907283	Kireyevsk	Europe/Moscow
CA	8252430930255	Dorval	America/Toronto
US	7495617886773	Massapequa	America/New_York
PK	0389254060337	Larkana	Asia/Karachi
GB	2076010241182	Cowes	Europe/London
HT	3364512679411	Croix-des-Bouquets	America/Port-au-Prince
ES	3733343716136	Maspalomas	Atlantic/Canary
MX	3047685581124	Acaponeta	America/Mazatlan
IN	0222847038002	Jais	Asia/Kolkata
PE	9199097278322	Iquitos	America/Lima
RU	7660146428507	Beryozovsky	Asia/Yekaterinburg
FR	4048038611412	Cavaillon	Europe/Paris
FR	1168398124995	Rueil-Malmaison	Europe/Paris
KE	9799387082037	Nyahururu	Africa/Nairobi
CO	6035686976763	Andes	America/Bogota
PH	8599580140852	Cebu City	Asia/Manila
GB	3222912911848	Great Wyrley	Europe/London
DE	8134769174145	Losheim	Europe/Berlin
ES	6007993673369	Ferrol	Europe/Madrid
DE	8498223810346	Albstadt	Europe/Berlin
DZ	3389192010262	Ksar Chellala	Africa/Algiers
GH	5866645454913	Mampong	Africa/Accra
US	7500456372551	Keene	America/New_York
PK	1040587066999	Khairpur Mir’s	Asia/Karachi
JP	9891157972569	Yamada	Asia/Tokyo
US	3826392779013	Pleasant Prairie	America/Chicago
IN	5721473265929	Barbil	Asia/Kolkata
GB	0294246678653	Poulton-le-Fylde	Europe/London
CN	7586492856385	Zhoucun	Asia/Shanghai
IT	5885876253164	Chiavari	Europe/Rome
FR	9513937698352	Valence	Europe/Paris
TH	9449876402999	Thap Than	Asia/Bangkok
NI	6650784069195	Jinotepe	America/Managua
US	9164980481370	Rolla	America/Chicago
US	8766392542185	Lower West Side	America/Chicago
DE	0080970749352	Pfullingen	Europe/Berlin
AU	2829650682712	Perth	Australia/Perth
CN	8027678301309	Heyuan	Asia/Shanghai
US	5252318611750	Norco	America/Los_Angeles
IT	0228635301228	Somma Vesuviana	Europe/Rome
US	1951083769812	Punta Gorda Isles	America/New_York
CN	4329554993085	Licheng	Asia/Shanghai
TZ	0997006200223	Mwandiga	Africa/Dar_es_Salaam
ID	0023461046745	Tebingtinggi	Asia/Jakarta
NL	3069354743084	Oldenzaal	Europe/Amsterdam
US	8466884021821	Middletown	America/New_York
LY	6657035350033	Ghat	Africa/Tripoli
GB	0283497079494	Lancing	Europe/London
CN	4430705729283	Meizhou	Asia/Shanghai
US	9079968035301	Greenville	America/Chicago
IE	5407978741662	An Muileann gCearr	Europe/Dublin
IN	0202978223089	Pandua	Asia/Kolkata
KZ	3218562743724	Kyzylorda	Asia/Qyzylorda
SO	2998309859765	Baki	Africa/Mogadishu
ID	1328141598118	Randudongkal	Asia/Jakarta
DE	0942954936847	Karben	Europe/Berlin
CA	2631163823984	Sydney	America/Glace_Bay
PL	8968646442207	Ustka	Europe/Warsaw
CN	8133635231845	Taozhuang	Asia/Shanghai
NZ	5101316910979	Gisborne	Pacific/Auckland
IE	5113666200716	Athlone	Europe/Dublin
CD	5065075974781	Yangambi	Africa/Lubumbashi
TZ	3406078246888	Same	Africa/Dar_es_Salaam
US	3326605079034	Leland	America/New_York
DZ	6571990468407	Messaad	Africa/Algiers
DE	4898576206706	Wittenau	Europe/Berlin
US	2983902626876	Bothell	America/Los_Angeles
MX	1402432188223	Acaponeta	America/Mazatlan
AT	9910646035520	Floridsdorf	Europe/Vienna
US	8705650044283	Opportunity	America/Los_Angeles
US	6692966661407	Porterville	America/Los_Angeles
TR	7726044264750	Gaziantep	Europe/Istanbul
PH	1303733968326	Baliuag	Asia/Manila
CN	9156563502268	Pucheng	Asia/Shanghai
US	5294319281440	Yonkers	America/New_York
FR	0312185094171	Arles	Europe/Paris
AD	5234262794000	les Escaldes	Europe/Andorra
US	9588081467109	Davis	America/Los_Angeles
HT	9938798765287	Croix-des-Bouquets	America/Port-au-Prince
TH	8911380760618	Kantharalak	Asia/Bangkok
RU	4262447847532	Lesnoy	Asia/Yekaterinburg
RU	3520063311297	Kashira	Europe/Moscow
RU	1159591425248	Tavda	Asia/Yekaterinburg
US	5726130331795	San Gabriel	America/Los_Angeles
GB	9547903384789	Southsea	Europe/London
IN	8238226775743	Leteri	Asia/Kolkata
TW	7354420495384	Magong	Asia/Taipei
CA	9808952506059	Pointe-Claire	America/Toronto
DZ	2041185571556	Messaad	Africa/Algiers
DE	5624874264709	Albstadt	Europe/Berlin
RU	0934404917827	Kachkanar	Asia/Yekaterinburg
IN	7542066289898	Kangayam	Asia/Kolkata
JP	5570479368017	Inawashiro	Asia/Tokyo
PH	4992875058773	Antipolo	Asia/Manila
IN	4739269878650	Barpeta	Asia/Kolkata
RU	4233864510811	Dyat’kovo	Europe/Moscow
IN	5442609278698	Periyakulam	Asia/Kolkata
BR	5609929729365	Recife	America/Recife
LY	6603498955049	Ajdabiya	Africa/Tripoli
US	7417780173597	Clermont	America/New_York
VE	3701580481544	Ciudad Guayana	America/Caracas
SV	9345455076967	Sonzacate	America/El_Salvador
MM	6365632195475	Myawadi	Asia/Yangon
GM	0366639020100	Farafenni	Africa/Banjul
ID	8868934480235	Diwek	Asia/Jakarta
ZA	1599493087531	Vryheid	Africa/Johannesburg
SV	9968642987701	Ilopango	America/El_Salvador
NI	3924841691401	Jinotepe	America/Managua
CA	8186347731288	Norfolk County	America/Toronto
CZ	7371197627343	Most	Europe/Prague
US	0392874307522	Murray	America/Chicago
UA	7367278182207	Polohy	Europe/Zaporozhye
MX	5854570794754	Contla	America/Mexico_City
ES	0078524260194	Novelda	Europe/Madrid
DE	5565318105809	Gifhorn	Europe/Berlin
IN	3784288608161	Supaul	Asia/Kolkata
RS	0668789672551	Sremska Mitrovica	Europe/Belgrade
US	7499641685487	Santa Maria	America/Los_Angeles
NG	8664751081231	Argungu	Africa/Lagos
IT	7296748610325	Cordenons	Europe/Rome
GB	6861182050023	Westbury	Europe/London
US	2244212300758	Murray	America/Chicago
FR	6866347481988	Saint-Genis-Laval	Europe/Paris
US	0264284691600	Coralville	America/Chicago
TN	6712291696292	Beni Khiar	Africa/Tunis
PE	5773166215643	Minas de Marcona	America/Lima
TH	0498118420665	Nakhon Pathom	Asia/Bangkok
ES	5845016549939	Ferrol	Europe/Madrid
JP	4184913989624	Suzaka	Asia/Tokyo
PH	9304857869102	Recodo	Asia/Manila
CN	4215160734351	Dongdu	Asia/Shanghai
IN	8645031057931	Amreli	Asia/Kolkata
GB	5293515437521	Strood	Europe/London
US	5838165754965	Hueytown	America/Chicago
US	9858414157206	Ada	America/Chicago
CF	6117328125712	Carnot	Africa/Bangui
US	2505901594828	Waverly	America/Detroit
US	7945040223763	Gates-North Gates	America/New_York
BR	3082202486148	Lagarto	America/Maceio
NG	9074690966886	Yenagoa	Africa/Lagos
GB	8646265554340	Rutherglen	Europe/London
US	7885958654788	Mira Mesa	America/Los_Angeles
CO	2956917267235	Villa del Rosario	America/Bogota
US	4476608145621	Fitchburg	America/New_York
TZ	8546635576548	Same	Africa/Dar_es_Salaam
CN	5968575588895	Guli	Asia/Shanghai
CO	7042820282320	Villa del Rosario	America/Bogota
RU	6202801608865	Tver	Europe/Moscow
IT	5059964018144	Novara	Europe/Rome
IN	1790207991100	Bachhraon	Asia/Kolkata
BR	5590988626972	Pedro II	America/Fortaleza
PK	1011379590152	Sangla Hill	Asia/Karachi
FR	3981999051211	Valence	Europe/Paris
CD	0530897152334	Kasangulu	Africa/Kinshasa
CN	7106972205917	Hengshui	Asia/Shanghai
TR	0002343738183	Serinhisar	Europe/Istanbul
FI	9041448118590	Espoo	Europe/Helsinki
BR	8327631920104	Santa Gertrudes	America/Sao_Paulo
JP	6968214682853	Gero	Asia/Tokyo
CD	1198896726285	Kasangulu	Africa/Kinshasa
BE	0893945234384	Rixensart	Europe/Brussels
BG	7108209246090	Montana	Europe/Sofia
GB	6313932434732	Bushey	Europe/London
IT	5258099093945	San Giuliano Milanese	Europe/Rome
BR	0238427179201	Rio Real	America/Bahia
BR	7990835812721	Rio Real	America/Bahia
FR	8526166195418	Quimper	Europe/Paris
GH	9056703924953	Bibiani	Africa/Accra
BR	2193790298400	Sarandi	America/Sao_Paulo
US	0657230797806	Jackson	America/Chicago
IN	1995319586309	Meerut	Asia/Kolkata
RU	2861680097661	Aykhal	Asia/Yakutsk
RU	5097061033851	Stupino	Europe/Moscow
PK	6473796211136	Jhol	Asia/Karachi
IT	6274689551410	Campobasso	Europe/Rome
BE	6384501641967	Lille	Europe/Brussels
IN	6027099631933	Deoli	Asia/Kolkata
BR	8034968346155	Rio Real	America/Bahia
AR	2751541376410	Tandil	America/Argentina/Buenos_Aires
DE	9971127604499	Kirchlengern	Europe/Berlin
CN	2667415419476	Changshu City	Asia/Shanghai
CL	8033790914860	La Ligua	America/Santiago
US	8396533265767	Schererville	America/Chicago
CU	6708360875620	Media Luna	America/Havana
JP	1647205026740	Gero	Asia/Tokyo
TR	7430549695109	Patnos	Europe/Istanbul
IT	4435014938913	Novara	Europe/Rome
US	1705239120411	Peabody	America/New_York
US	2811412579248	San Juan	America/Chicago
AT	3086299745973	Sankt Peter	Europe/Vienna
US	0911332321117	Dublin	America/New_York
JP	7062141621035	Fujioka	Asia/Tokyo
TR	1272323792774	Gaziantep	Europe/Istanbul
FR	4622420952491	Montpellier	Europe/Paris
CN	3289393346200	Taozhuang	Asia/Shanghai
JP	5351098917868	Fujioka	Asia/Tokyo
IQ	6846147609638	Karbala	Asia/Baghdad
PL	8832970276183	Strzelce Opolskie	Europe/Warsaw
PL	3701959935104	Strzelce Opolskie	Europe/Warsaw
PE	6035167177757	Minas de Marcona	America/Lima
SV	2385785963206	Ilopango	America/El_Salvador
MX	9855551011200	Paracho de Verduzco	America/Mexico_City
CD	5103861278665	Yangambi	Africa/Lubumbashi
IT	7473048221899	Bisceglie	Europe/Rome
ID	5060892135308	Jambi City	Asia/Jakarta
IN	2144989182246	Periyakulam	Asia/Kolkata
ES	5839409419893	Ferrol	Europe/Madrid
CM	6100533909888	Mbalmayo	Africa/Douala
DE	5616596947916	Trossingen	Europe/Berlin
ID	8503890795787	Pekanbaru	Asia/Jakarta
ID	9676763416771	Labuhan Deli	Asia/Jakarta
GB	6196772058050	Viewpark	Europe/London
MX	6721422174899	Teziutlan	America/Mexico_City
US	1137410903023	Deltona	America/New_York
US	0875610441433	Lino Lakes	America/Chicago
GB	4741326701870	East Dereham	Europe/London
US	7731093670995	West Des Moines	America/Chicago
IE	0803649591492	Athlone	Europe/Dublin
RU	9993241902978	Tyoply Stan	Europe/Moscow
US	6190694925865	Nutley	America/New_York
DZ	7012239960829	Ksar Chellala	Africa/Algiers
MX	1974376617966	Jocotepec	America/Mexico_City
CI	1432684423254	Lakota	Africa/Abidjan
US	2052876924957	Deltona	America/New_York
KR	2230685593049	Hongseong	Asia/Seoul
TN	4150750847731	Siliana	Africa/Tunis
GB	5314705401884	Lower Earley	Europe/London
GB	7252355826306	East Dereham	Europe/London
US	4324641101107	Pleasant Prairie	America/Chicago
IN	8427320103570	Adra	Asia/Kolkata
IN	8464810141216	Bhayandar	Asia/Kolkata
GB	8855305546614	Strood	Europe/London
JP	4300391598923	Fujioka	Asia/Tokyo
NZ	8204560613010	Gisborne	Pacific/Auckland
ES	2030258481830	Talavera de la Reina	Europe/Madrid
RU	9857950584613	Novopavlovsk	Europe/Moscow
DE	5333382527397	Bad Honnef	Europe/Berlin
DZ	3624027875099	Boumerdas	Africa/Algiers
CN	3265970937962	Zhoushan	Asia/Shanghai
PK	9126437536675	Kot Addu	Asia/Karachi
NI	0403117243245	Jinotepe	America/Managua
BR	8237492647853	Rio Real	America/Bahia
CU	7429422644686	Corralillo	America/Havana
FR	6543355181948	Bobigny	Europe/Paris
PL	5054865641361	Strzelce Opolskie	Europe/Warsaw
IN	3868197463384	Madhipura	Asia/Kolkata
CO	3878026584678	Madrid	America/Bogota
PH	5156818193603	Burgos	Asia/Manila
BR	7538734688421	Muritiba	America/Bahia
IN	3653301675957	Patti	Asia/Kolkata
ID	2341455156866	Jambi City	Asia/Jakarta
US	3350218539616	Westchester	America/Chicago
BR	2154359889323	Soledade	America/Sao_Paulo
AU	5459783707982	Wheelers Hill	Australia/Melbourne
MG	0450547638837	Ambatondrazaka	Indian/Antananarivo
BR	5994600674714	Cabo	America/Recife
RU	4213719356825	Beryozovsky	Asia/Yekaterinburg
GM	7118359142456	Farafenni	Africa/Banjul
US	6743499093118	Lino Lakes	America/Chicago
IN	9849921360760	Osmanabad	Asia/Kolkata
AR	9971105625386	Barracas	America/Argentina/Buenos_Aires
CU	4815417825810	Boyeros	America/Havana
BR	7558044810909	Tucano	America/Bahia
PK	0580412883342	Sangla Hill	Asia/Karachi
FR	3941473436163	Quimper	Europe/Paris
RU	0831930480378	Nikolayevsk-on-Amure	Asia/Vladivostok
UA	0987695205913	Artsyz	Europe/Kiev
AU	2208720461455	Griffith	Australia/Sydney
PK	8299807469499	Larkana	Asia/Karachi
SV	6362465467236	Ilopango	America/El_Salvador
ES	3641693432722	Caravaca	Europe/Madrid
UA	8861288654284	Krasyliv	Europe/Kiev
BR	8959160926311	Catende	America/Recife
IN	1266510851221	Leteri	Asia/Kolkata
DE	5774954639122	Karben	Europe/Berlin
CN	5211613819636	Shuangcheng	Asia/Shanghai
CN	6644083769450	Wacheng	Asia/Shanghai
US	4441657990027	Abilene	America/Chicago
US	1837322675994	Malden	America/New_York
DZ	6072048614000	Frenda	Africa/Algiers
ID	9746392615576	Cibinong	Asia/Jakarta
RU	2256718207783	Volokolamsk	Europe/Moscow
IN	8582889468918	Talipparamba	Asia/Kolkata
CU	6984103525759	Varadero	America/Havana
RU	5225089161472	Dyat’kovo	Europe/Moscow
US	7971760911536	Iron River	America/Menominee
PH	9225285965344	Masbate	Asia/Manila
US	4504960609304	East Haven	America/New_York
US	6145708593004	Evergreen Park	America/Chicago
MD	4751363529733	Soroca	Europe/Chisinau
DE	8787584604382	Pfullingen	Europe/Berlin
IN	1365271595471	Sathyamangalam	Asia/Kolkata
US	3248765310041	Schererville	America/Chicago
ID	0423793374828	Labuhan Deli	Asia/Jakarta
IN	7210507846237	Pujali	Asia/Kolkata
IT	7463276484463	Novara	Europe/Rome
CM	2901633894623	Idenao	Africa/Douala
US	7705083913232	Kearns	America/Denver
BR	2259942844663	Esmeraldas	America/Sao_Paulo
IN	4155651064904	Patti	Asia/Kolkata
IT	5825155164170	Sassari	Europe/Rome
TZ	7406062428043	Mwandiga	Africa/Dar_es_Salaam
TZ	8583575387186	Usagara	Africa/Dar_es_Salaam
AR	9454338171191	Aguilares	America/Argentina/Tucuman
ES	6575671115567	Novelda	Europe/Madrid
AR	4270780338372	Tandil	America/Argentina/Buenos_Aires
US	3922089407365	Jersey City	America/New_York
CN	6309083188242	Taozhuang	Asia/Shanghai
GB	5951569102733	Strood	Europe/London
US	6288268868646	Dumont	America/New_York
IT	1360824298588	Bisceglie	Europe/Rome
LK	4893102664784	Dehiwala-Mount Lavinia	Asia/Colombo
PL	7845742989991	Reda	Europe/Warsaw
US	9380410011379	Glendale	America/Los_Angeles
MM	3262022496750	Myawadi	Asia/Yangon
NG	4153679863431	Efon-Alaaye	Africa/Lagos
CN	7703978197163	Guli	Asia/Shanghai
JP	7113039158581	Annaka	Asia/Tokyo
US	8734635596431	Milledgeville	America/New_York
BR	7548143589561	Barras	America/Fortaleza
IT	2982680833117	Novara	Europe/Rome
BE	3230658309720	Beveren	Europe/Brussels
SV	9727484013982	Ilopango	America/El_Salvador
GT	3813539052245	Chichicastenango	America/Guatemala
UG	9592089387024	Paidha	Africa/Kampala
RU	3486521857885	Volokolamsk	Europe/Moscow
DE	3176480652552	Zeitz	Europe/Berlin
DE	9956743999112	Zeitz	Europe/Berlin
ES	0214295355633	Gandia	Europe/Madrid
US	2357010838221	Palm Desert	America/Los_Angeles
GB	7215875411537	Winsford	Europe/London
MN	4929857517973	Ulan Bator	Asia/Ulaanbaatar
DE	7062029525066	Verl	Europe/Berlin
IN	5903771003346	Aklera	Asia/Kolkata
CN	7485263853724	Zhoucun	Asia/Shanghai
US	4377784838751	South Lawndale	America/Chicago
CN	6604637523969	Xiangtan	Asia/Shanghai
US	5723079234309	Deltona	America/New_York
IN	3697656050267	Sathyamangalam	Asia/Kolkata
IT	1212175525588	San Giuliano Milanese	Europe/Rome
US	7983169890220	Leland	America/New_York
CN	6187216252479	Xinzhou	Asia/Shanghai
PH	0497713032488	La Trinidad	Asia/Manila
BR	0972225438978	Cabo	America/Recife
US	6914803982347	Norco	America/Los_Angeles
IE	2697385104362	Athlone	Europe/Dublin
PH	8555737363901	Naga	Asia/Manila
RU	7455382201362	Bavly	Europe/Moscow
NE	8510007629101	Mirriah	Africa/Niamey
US	0689055812099	Mechanicsville	America/New_York
NL	6291237528144	Barneveld	Europe/Amsterdam
TH	6327434850044	Yasothon	Asia/Bangkok
US	4927826879268	Bothell	America/Los_Angeles
GH	1328692021769	Mampong	Africa/Accra
UA	5850670332834	Zvenihorodka	Europe/Kiev
SY	7980795151220	Tadmur	Asia/Damascus
IN	5548477377737	Gingee	Asia/Kolkata
AZ	9069413304663	Astara	Asia/Baku
BG	0855197516786	Smolyan	Europe/Sofia
ES	8333986821867	San Juan de Aznalfarache	Europe/Madrid
CD	3215739377195	Beni	Africa/Lubumbashi
US	3891631381333	Scotch Plains	America/New_York
JP	5948282845764	Yamada	Asia/Tokyo
DO	2634219681750	Santa Cruz de Barahona	America/Santo_Domingo
GB	8038213418246	Southsea	Europe/London
US	4331996972788	Hueytown	America/Chicago
IN	7342370954822	Chharra	Asia/Kolkata
BE	5677255441138	Denderleeuw	Europe/Brussels
US	9612844654786	Norwalk	America/New_York
MM	8281350638231	Kyaikto	Asia/Yangon
RU	7134312261675	Tver	Europe/Moscow
CI	1149732587249	Lakota	Africa/Abidjan
RU	7507107219302	Novosilikatnyy	Asia/Barnaul
CO	7769028706006	Villa del Rosario	America/Bogota
US	6809286516496	Port Richmond	America/New_York
RU	9143788794493	Kireyevsk	Europe/Moscow
CI	9155248107460	Bonoua	Africa/Abidjan
US	7866836185747	Independence	America/Chicago
UA	0569636478831	Voznesensk	Europe/Kiev
CM	3120694667284	Tonga	Africa/Douala
FI	1920470413188	Espoo	Europe/Helsinki
US	4145349027489	Kendall	America/New_York
US	9381660318720	Kearns	America/Denver
US	6133234347765	Keene	America/New_York
BR	1814241855539	Viradouro	America/Sao_Paulo
RU	1678215230445	Krymsk	Europe/Moscow
US	8957613512227	Port Huron	America/Detroit
US	8330859201283	Fresno	America/Chicago
CO	6759113100988	Madrid	America/Bogota
DE	9791717233980	Charlottenburg-Nord	Europe/Berlin
US	4876231804948	Canton	America/Detroit
CA	6092155639772	Norfolk County	America/Toronto
BR	9628913240163	Itaperuna	America/Sao_Paulo
ID	6760848015041	Simpang	Asia/Jakarta
IN	9172514935800	Diamond Harbour	Asia/Kolkata
IT	3595773892107	Sassari	Europe/Rome
BE	4966336049778	Denderleeuw	Europe/Brussels
US	9894586831414	Indio	America/Los_Angeles
FR	6585031428756	La Garenne-Colombes	Europe/Paris
US	7544958981798	Venice	America/New_York
GB	7825774607414	Inverness	Europe/London
GB	3501431633852	Bushey	Europe/London
VN	4176381434430	Sa Dec	Asia/Ho_Chi_Minh
US	9833227019033	Rolla	America/Chicago
BR	7635441741118	Viradouro	America/Sao_Paulo
TN	0091616441042	El Alia	Africa/Tunis
IN	2415657329981	Sathyamangalam	Asia/Kolkata
TH	8578685923652	Bang Ban	Asia/Bangkok
AU	1633018773629	Nowra	Australia/Sydney
FR	0036157798514	Le Chesnay	Europe/Paris
TR	1644149606502	Edremit	Europe/Istanbul
US	5091290222734	Kent	America/Los_Angeles
AZ	0934359672840	Astara	Asia/Baku
IN	0231837893637	Gorakhpur	Asia/Kolkata
TW	7471201653266	Magong	Asia/Taipei
US	3951856073366	American Canyon	America/Los_Angeles
RU	2008001910142	Roslavl’	Europe/Moscow
UG	1488418067294	Arua	Africa/Kampala
RU	7017894440914	Saraktash	Asia/Yekaterinburg
CA	0478983142237	Markham	America/Toronto
US	4842122138881	Brenham	America/Chicago
BR	9497709503436	Barra dos Coqueiros	America/Maceio
PL	0140394853650	Strzelce Opolskie	Europe/Warsaw
TH	5742139052646	Nakhon Si Thammarat	Asia/Bangkok
NL	0993472545318	Oldenzaal	Europe/Amsterdam
TR	1256799210444	Mardin	Europe/Istanbul
US	9243291409355	Palm Valley	America/New_York
RW	6609589645349	Rwamagana	Africa/Kigali
KE	8796353362804	Busia	Africa/Nairobi
RU	2479483808171	Malakhovka	Europe/Moscow
US	4506767911215	Watsonville	America/Los_Angeles
DE	1779418787566	Radevormwald	Europe/Berlin
ES	5320823423158	Maspalomas	Atlantic/Canary
US	2245734522017	Malden	America/New_York
DJ	5762483533653	'Ali Sabieh	Africa/Djibouti
US	3877493715851	Boston	America/New_York
ID	5146126123614	Simpang	Asia/Jakarta
US	1576662893360	Lino Lakes	America/Chicago
KG	2915581557240	Jalal-Abad	Asia/Bishkek
FR	1453950885910	Cavaillon	Europe/Paris
GB	7857486515169	Southsea	Europe/London
ES	2033892821543	Segundo Ensanche	Europe/Madrid
VE	7054857798613	Tinaquillo	America/Caracas
US	0693045045107	Port Richmond	America/New_York
TH	6275590150860	Bang Ban	Asia/Bangkok
GB	8842272405280	Devizes	Europe/London
CA	4959931508894	Beaconsfield	America/Toronto
FR	6823292230412	Niort	Europe/Paris
US	9327566062718	Deltona	America/New_York
DE	3240270238889	Marburg an der Lahn	Europe/Berlin
SV	9002694893082	Ilopango	America/El_Salvador
FR	8730663896802	Marseille 11	Europe/Paris
PK	4929085381353	Daud Khel	Asia/Karachi
GB	6718943182120	Penzance	Europe/London
GB	3588373698941	Great Wyrley	Europe/London
PH	6642632981100	Antipolo	Asia/Manila
FR	4387783183226	Mitry-Mory	Europe/Paris
IN	1634349831934	Diamond Harbour	Asia/Kolkata
BR	0396094301148	Viradouro	America/Sao_Paulo
CN	9851608241026	Hushitai	Asia/Shanghai
CZ	8110070734360	Most	Europe/Prague
US	7855245195782	American Canyon	America/Los_Angeles
TH	7865486651671	Yasothon	Asia/Bangkok
NZ	8924022585029	Timaru	Pacific/Auckland
IT	8030558345829	Malnate	Europe/Rome
ID	1249215817174	Kediri	Asia/Jakarta
NL	0818600484898	Losser	Europe/Amsterdam
US	7931883798209	Kent	America/Los_Angeles
US	6208488143484	Mechanicsville	America/New_York
DE	8511023415723	Trossingen	Europe/Berlin
US	0658884511404	Bryn Mawr-Skyway	America/Los_Angeles
CN	0587088805876	Zhoucun	Asia/Shanghai
GH	2700772682913	Tarkwa	Africa/Accra
IN	4926895722291	Narwar	Asia/Kolkata
DE	9352268119262	Bad Segeberg	Europe/Berlin
US	9449059291860	Leland	America/New_York
